luo,swahili
chal onogo koro okelo chandruok a thoth ne jodak makono kamoko kuomgi koro ok nyal kata mana yudo chiemo,Hali hiyo imepeleka mateso kwa wakaazi wa huko huku baadhi yao wakikosa hata chakula
jodak mandera kane gimedo loso ewi wach chalno gigolo kwayo  makende ne sirikal kokalo emigao mar pii oyie odhiye  mapiyo kendo onyal yudo  yore mag dhi konyogo echandruok onogo,Wakaazi wa Mandera wameiomba serikali kupitia wizara ya maji kutafuta jinsi ya kufika huko ili wawasaidie
ekinde onogo jatend migao mar pii ecounty ma mandera mohamed ali owacho ni chandruok onogo koro osehinyogi moloyo,Wakati huo huo waziri wa maji kaunti ya Mandera amesema kuwa janga hilo hadui sasa limewaumiza zaidi
ebuo piny mangima kata kamano kenya koro ni ethuolo mar 13 ka irango pinje mag africa ka piny tanzania koro pod ni nyime ka irango weche mag democrasi egwenge makono,Kenya iko katika nafasi ya kumi na tatu barani Afrika kuhusiana na demokrasia huku Tanzania ikiwa mbele katika maeneo ya huko
kenya kata kamano oyombo piny libamba ma uganda ka zambia kod sierralion koro joni ethuolo mar 99 kod 123  moro ka moro ,Kenya hata hivyo imeishinda taifa  jirani la Uganda huku Zambia na Sierra leone wakiwa katika nafasi ya tisini na tisa na mia moja ishirini na tatu mtawalia
"moko kuom pinje mag africa ma oyombo kenya eduoko ongo mar nonro mane otim higa mokaalo kod dwol marangoo weche democrasia ebuo piny mangima  economist inteligence unit oriwo ghana,malawi lesotho , senegal,south africa kod mauiritius ekind pinje mamoko mag africa","Baadhi ya mataifa yaliyoishinda Kenya katika utafiti huo ni Ghana, Malawi, Lesotho, Senegal, Mauritius, Afrika  Kusini kati ya mataifa mengine"
"ebuo piny mangima piny norway emane otelo kailuwe kod iceland, sweden new zealand kod canada ","Duniani kote Norway ndio iliibuka kidedea ikifuatwa na Ice Land, Sweeden, New Zealand na Canada"
piny drc ema oywa goro enonro kaka piny maonge kod democrasia moloyo ewi kaka gitimo yiero magi11,Taifa la Demokrasia ya Kongo ndiyo ilivuta mkia katika utafiti huo kulingana na jinsi walivyoendesha uchaguzi wao
od bura mar county ma kwale olor kuom thuolo mar ndalo 15 bang mcas 4 kaachiel kod jotich mag od burano ne oyudi kod tuo  mar cov1d19 ,Bunge la kaunti ya Kwale imefungwa baada ya wawakilishi wadi wanne pamoja na wafanyikazi wa bunge hilo kupatikana na virusi vya korona
mca ma ogwel eod burano mwanacity mwanzogolo owacho ni sani koro oyudo fuongruok bang kayande ogamo midhusi mar corona jumbe moko 2 mokalo ka 4 kuomgi sani jodhi nyim ekod yudo thieth kagin pacho,Mwakilishi wadi Mwanasity Mwanzogolo amesema kuwa kwa sasa amepata nafuu baada ya kuambukizwa na virusi hivyo majuma mawili yaliyopita huku wengine wanne wakiendelea kupata nafuu makwao
mcas  mag od burano kaachiel kod jotich mag od buch county moketi egayo landruok tuo mar covid19,Wawakilishi wadi hao pamoja na wafanyikazi wa kaunti hiyo wamewekwa kwenye karantini
migori - ji maromo 18 omaki ekar od  bura ma suna east ecounty ma migori  bang kane girem luwore kod chike mag gayo landruok mar tuo mar covid ,Kule Suna Mashariki watu kumi na wanane wameshikwa kwa kosa la kutotii sheria za korona
kamanda mar obila esub countyno esau ochoro kodi owacho ni ji 14 kuom  ji 18 go ne omaki kod keth mar koso rwako mask  ,Kamanda wa polisi katika kaunti ndogo hiyo wamesema kuwa kumi na nne kati yao hawakuvaa barakoa
 ji 4 mamoko ne omaki kod keth mar chopo edoho kawuono ka jogoo maketho chike mag kedo gi midhusi mag covid 19,Watu wanne walishikwa na kosa la kutotii sheria za kujikinga dhidi ya korona
jotelo mapachoka tomoloyo mago mag siasa ojiw obed e opara mambele eyudo chanjo mar corona.,Wanasiasa wameshauriwa wapokee chanjo ya korona
jogo malando ni jatend pinyno john pombe magufuli nikod tuo mar corona osiem matek,Wananchi wa Tanzania wanaosema kuwa Magufuli ana virusi vya korona wamepewa onyo kali
ringre jennifer wambua oyud kawuono nairobi city mochari ka obila lero ni ringre ne okwany ebungu ma ngong.,Mwili wa Jennifer Wambua ulipatikana leo katika chumba cha kuhifadhia maiti cha City huku maafisa wa polisi wakisema mwili  ulipatikana kule Ngong
Lipot yango ni ne odeye etich e okinyi mar tich abich.,Ripoti zinasema kuwa alinyongwa katika ofisi yake siku yaIjumaa
Obila mag okuach kich oseyawo nonro mar yango gimanyalo miyo ne kaw ngima apisano.,Maafisa wa polisi wameanza uchunguzi kubaini chanzo cha kifo chake
"min od obila ma runda police station, nairobi oyud ka otho ei ode ka otingo nyathine maja dweche 7 e bade.",Mkewe polisi wa Runda mjini Nairobi amepatikana amekufa huku akiwa amembeba mwanaye wa miezi saba mkononi
"Damaris, oyud ka odere gi leso e dirisa mar odgi ka oting'o nyathine.",Damaris Chepkerui mwenye umri wa miaka ishirini na saba alipatikana amejinyonga kwa leso au kanga katika dirisha lao
wuon pargi maen obila olero ni ne odok eodgi kogwen makawuono kendo yudo ringre min ode.,Bwanake anasema kuwa alirudi kwao alfajiri ya kuamkia leo na kumpata mkewe tayari amejinyonga
libamba maggi lero ni miyono motelo ne kawo ngimane ne nenore kagima chunye dangni.,Mashahidi wanasema kuwa mwanamke huyo kabla ya kujitia kitanzi alionekana mwenye mawazo mengi
"nyathine ne oyud kangima kanonro dhi nyime ewi kaka ne odere gi nyathi ka otingo, kata ka ne onege.",Uchunguzi unaendelea kubaini iwapo alijinyoga au aliuliwa kwa vile mtoto alipatikana angali hai
Gedi onyis mondo ochop embelegi kiny ebura mar mibadhi maluore,Mike Sonko ameambiwa afike mahakamani kesho kutokana na kesi ya ufisadi inayomkumba
jangad buche daglas ogoti okiro oko kuayo manyocha okinde mag migosi sonko opedho mondo ochung bura makamano.,Jaji Douglas Ogoti alitupilia mbali wazo la mawakili wa Sonko kuomba kesi hiyo isitishwe
lipot mochiw gi od thieth mar kenyatta nyiso ni sonko ngima kendo inyalo yale e doho.,Ripoti ya hospitali kuu ya Kenyatta inaonyesha kuwa Mike Sonko yuko sawa na anaweza kufika mahakamani
doho owito oko lipod laktar mar migosi manyocha olero ni sonko ok winj maber kendo ok nyal chopo edoho ebura makamano.,Korti imetupilia mbali ripoti ya daktari wa Sonko inayosema kuwa hawezi fika kortini
jangad buche ogoti olero ni ka sonko okochopo to ibomiye kum gi doho kata kamano,Jaji Ogoti amesema kuwa Sonko akikosa kufika ataadhibiwa na korti hiyo
Kwan jogo ma korona osenego epachoka chopo nyaka gana achiel mia ochiko gi apar gi aboro.,Idadi ya wale waliokufa kutokana na ugonjwa wa korona wamefikia watu elfu moja mia tisa kumi na nane
"ji mia abiriyo gi piero adek gi achiel oyud gi corona ethuolo onogo epim ma otim ne ji 4,513.",Watu 731 walipatikana na ugonjwa wa korona baada ya kuwapima watu 4513
"jogo duto ma oseyud gi corona virus ochopo 113,967.",Wote waliopatikana na ugonjwa wa korona wamefika 113967
ecounties ma kaluo kisumu kod migori oyude ngat achiel moro ka moro.,Katika kaunti za Kisumu na Migori mtu mmoja kila mmoja amepatikana na virusi hivyo
jotuo 191 ochango eseche 24 mokadho.,Wagonjwa mia moja tisini na moja wamepona katika masaa ishirini na manne yaliyopita
jotelo mapachoka tomoloyo mago mag siasa ojiw obed e opara mambele eyudo chanjo mar corona.,Wanasiasa wameshauriwa wapokee chanjo ya korona
mae oyang ni biro jiwo jogo ma onego okuong omi chanjo makamano mondo ochop oyud chanjo.,Hii imesemekana kuwa itawapa motisha walio kwenye kipaumbele kupokea chanjo hiyo
jagoro mar kuppet e kisumu county migosi zablon awange olero ni kwan matin mag apisas mag thieth kod jopuonj machopo mondo oyud chanjo ,Kiongozi wa muungano wa walimu wa sekondari tawi la Kisymu Zablon Awange amesema kuwa idadi ya walimu na wahudumu wa afya wanaofika kupokea chanjo hiyo iko chini sana
chanjono en kaluwore ni jotelo madito epachoka pok ochiwo ranyisi maber mar dhi kawo chanjono kaka nenore epinje mamoko.,Awange anasema idadi hiyo ndogo ni kwa sababu viongozi wengi humu nchini hawajafika kupokea chanjo hiyo kama ilivyo katika mataifa ya nje
Okwayo mondo chanjo mar mar korona obed mochuno.,Aneomba chanjo hiyo iwe ya lazima
migosi awange kumachielo olero onyiso migawo mar somo oket okenge manyalo gengo midhusi mag covid19,Bwana Awange vilevile ameiomba wizara ya elimu kuweka sheria za kuzuia virusi vya korona
muhoroni - rumbi mar luoro okwako tong nandi kod kisumu county bang kane oneg ji 2 maichich ni jokuo jamni e muhoroni otieno manyoro.,Vurugu vimetokeea katika mpaka wa Kisumu na Nandi baada ya wezi wawili wa mifugo kuuliwa
oscar ochieng maen achiel kuom joket kue etong kanyo olero ni nek ji 2go kelo luoro ni monj mar chulo kuoro kidek timore.,Oscar Ochieng ambaye ni mmoja wa walinda usalama amesema kuwa huenda shambulizi la kulipiza kisasi likatekelezwa
Ji ariyo go ne odin negi e dala moro muhoroni kagitemo kwalo jamni.,Watu hao wawili walifumaniwa katika boma fulani eneo la Muhoroni wakiiba mifugo
jalup kamishena ma muhoroni benedict munyoki egiko odira mokadho ne oyuago medruok eweche kuo mag jamni egwengego.,Naibu wa kamishona Benedict Munyoki alilalamikia ongezeko la wizi wa mifugo katika eneo hilo
Okuayo jogweng'no ochiw maling'ling' manyalo miyo gindhiyo jokuoge makamago.,Aliwarai wakaazi wa huko kupiga ripoti ambayo inaweza saidia kuwakamata wezi hao
Obila marakore gi monj oseter e tong' nandi gi muhoroni.,Maafisa wa polisi tayari wamepelekwa katika mpaka huo wa Muhoroni
olero ni county ma kisumu ngeny gichienro mag dongruoge mapok otiek wach mamiye nying marach kaka ngat ma tich otamo.,Amesema kuwa kaunti ya Kisumu ina miradi kadhaa ambayo haijamalizwa jambo ambalo linamharibia jina kama aliyeshindwa na kazi
"olero ni dongruoge mapok otieki orieo sectors mag thieth, pii kod aluora, somo, limbe, tuke, apaya ekind mamoko.","Anmesema kuwa miradi ambayo haijakamilika iko kwenye sekta za afya,michezo,barabara,maji, elimu na kadhalika"
olero ni en ema iseye ka dongruoge okuamo kaolero ni gitimo duto eneno ni dongruoge makamago otieki.,Amesema kuwa ni yeye analaumiwa wakati miradi imekwama akisisitiza kuwa wanafanya wawezayo kukamilisha miradi hizo
gem- jaod bura ma gem migosi elisha odhiambo odhi edoho ma siaya ka oduaro ni doho ogeng jopiny ekar chung od burano owek ketho nyinge ewi tiyo marach gipes cdf.,Mbunge wa Gem Elisha Odhiambo ameenda katika mahakama ya Siaya akitaka wakaazi wa Gem wakome kumharibia jina kulingana na matumizi mabaya ya pesa za kupeleka maendeleo za eneo bunge almaarufu CDF
"kaokadho kuom okil mare evans orwenjo, jaod burano ma gem odonjo ne migosi booker ngesa maen jakom communist party of kenya ma olero ni ne ondiko weche moko maketho nyinge.","Kupitia kwa wakili wake Evans Orwenjo, amemshtaki Booker Ngesa wa chama cha Communist Party aliyechapisha nakala kuwa anatumia vibaya fedha za CDF"
jangad buche aburili onyiso migosi booker ka okadho kuom okil mare gitobu imanyara opedh duoko ewi wach makamano edoho ka ochopo tarik 22 dwe manyien.,Jaji Aburili amemwambia Booker kupitia kwa wakili wake Gitobu Imanyara kuprlrka ushahidi wa kesi hiyo kufikiab tarehe ishirini na mbili mwezi ujao
penj jo ohand bache kod ohala mamoko e awendo subcounty onyis oket lwasi maber ne jopuonjre sani magichomo penj maduong.,Wafanyibiashara wa sehemu za vileokatika eneo la Awendo wameambiwa wawape watahiniwa mazingira sawa wakati huu ambapo mtihani wa kitaifa unapokaribia
Olero ni okenge oseket mar rakruok gi jo ohala makamago.,Amesema kuwa mikakati tayari imepangwa kukabiliana na wafanyibiashara hao
wakuu oloso gi dala fm eyor simu ka onyiso weg bache olure gi chike mag kedo gi corona.,Wakuu alizungumza kwa njia ya simu ns kituo cha DALA FM akiwaomba wamiliki wa sehemu za vileo kufuata sheria za korona
osire gi jasiasa egwenge mag rongo peter otianga obwanga ma onyiso jonyuol orit makare nyithindo sani magichomo penj.,Aliungwa mkono na mwanasiasa wa Rongo Peter Otianga aliyewashauri wazazi kuwatunza watahiniwa wao
Amani ere?,Magufuli yuko wapi?
Jogo malando ni jatend pinyno Amani nikod tuo mar korona.,Kuna baadhi ya wananchi wa Tanzania wanaotangaza kuwa Magufuli ana virusi vya korona
"koloso kinde mane osidho chienro mag piny owach ma tz egwenge mag tanga, mikai suluhu olero ni migosi magufuli ngima kendo okowo ne jo tz mos.",Akizungumza katika  eneo la Tanga mheshimiwa Suluhu amesema Magufuli ni mzima na amewasalimu wananchi wa Tanzania
Ok olero kama jatelono nitiere.,Hakueleza aliko Magufuli
who - migawo mar thieth ebuo piny mangima world health organization (who) olero ni onge ranyisi mayango ni poto mar remo kata blood clot ma moko kuom jogo mayudo chanjo mar corona ni ikelo gi chanjo mar astrazeneca.,Tume ya afya duniani WHO imesema kuwa chanjo ya Astra Zeneca haifanyi damu kuganda mwilini
migawo mar thieth ebuo piny mangima lero ni gitimo nonro e chanjo makamano ka kata kamano gijiwo pinje ma osechako chiwo chanjono mar astrazeneca mondo omed chiwo chanjono.,WHO imesema kuwa inaendelea na utafiti hata hivyo wameshauri mataifa ambayo tayari wameanza kupeana chanjo hiyo kuendelea kupeana
piny mar germany kawuono oriwore gi pinje mamoko mayudore europe e chungo chanjo makamano mar corona.,Nji ya Ujerumani pamoja na mataifa mengine ya Yuropa wamesimamisha kupeanwa kwa chanjo hiyo
Thoth pinje makamago lero ni jogo ma osechanj rembgi poto.,Nyingi ya mataifa hayo yanasema kuwa waliopokea chanjo hiyo damu yao inaganda
Ji tara apar gi abiriyo oseyudo chanjo mar korona epinje mag europe.,Watu milioni kumi na saba tayari wamepokea chanjo hiyo barani Yuropa
"etipo ma oketo embui mage mag twitter kod facebook, moluor odinga one katimo orako mag rieyo leche e dalane man buore nairobi bang kane osegole eod thieth.",Katika picha alizoweka kwenye mitandao ya kijamii Mheshimiwa Odinga ameonekana akifanya mazoezi baada ya kutoka hospitalini katika makaazi yake jijini Nairobi
"Etipo onogo, moluor Majisifu onyiso morne kaluwore gi ngimane ma olero ni nikama kare.",Katika kanda hiyo Odinga ameonyesha furaha yake kwa kuwa hali yake ya afya iko imara
Oganda jokenya ojiw omed siro bbi.,Wananchi wa Kenya wamehimizwa kuunga mkono BBI
governor ma kakamega migosi wyclife oparanya olero ni bbi emabiro konyo oganda jokenya ka onyisogi gibi gisir bbi e ombulu mar paro.,Gavana wa Kakamega Wycliff Oparanya amesemakuwa ni BBI tu ambayo itawasaidia wakenya hivyo basi waiunge mkono katika kura za maoni
"koloso butere, oparanya olero ni bbi biro tero pesa ir jopiny kendo biro konyo rtingo malo weche mag dongruok.",Akizungumza Butere Oparanya alisema BBI itapeleka pesa kwenye kaunti na kusaidia katika mambo ya maendeleo
bende olero ni mosruok mane obedo ekind ker uhuru kenyatta kod ogai mar odm moluor raila osekelo kue kod dongruok epachoka.,Pia ameeleza kuwa salamu iliyokuwa kati ya rais Uhuru Kenyatta na kiongozi wa ODM Raila Odinga imeleta amani na maendeleo humu nchini
corona - jodolo e nyanza okuayo piny owacho odewgi etielo mokuongo mar chiwo chanjo mar corona.,Wahubiri kutoka maeneo ya Nyanza waeiomba serikali kuwazingatia katika hatua ya kwanza kupokea chanjo za korona
jodologo olero ni giromo gi ji mathoth ekinde magidolo kendo ber odewgi ekindeni ma ichiwo chanjo mar corona.,Wahubiri hao wamesema kuwa wanatangamana na watu wengi hivyo basi ni vyema kupokea chanjo hiyo katika awamu ya kwanza
jadolo ondiek oloso e alego usonga subcounty oruako chike manyocha oland mag kedo gi tuo mar corona ka onyiso jopiny olu chikego.,Mhubiri Ondiek akizungumza maeneo ya Alego Usonga alisema kuwa wananchi wanapaswa kufuata sheria za kujikinga dhidi ya korona
jadolo maduong mar kanisano joel ofuna ogwire okuayo chang mapiyo ne ogai mar odm moluor raila odinga manyocha oyud gi tuo mar corona.,Mhubiri mkuu Ogwire ameomba uponyaji wa haraka kwa Raila Odinga ambaye alipatwa na ugonjwa huo
ndara - jopiny e gwenge mag oyani e uriri subcounty onyis obed kod horuok sani ma kambi china loso apaya makadho e gwengego kochomo migori.,Wakaazi katika eneo la Oyani kaunti ndogo ya Uriri wameombwa kuwa watulivu wakati huu ambapo kambi ya Uchina inatengeneza barabara ya kuelekea Migoro
jopiny egwengego onyis kik monj kata yaw tulo gi joriembo mag kambino kaluwore gi masiche mag apaya ma loche magero apaya osebedo kakelo kono kendo oseweyo ji 2 ka otho.,Wakaazi wa eneo hilo wameombwa kutowavamia madereva wa malori hayo kutokana na ajali za barabarani ambazo zimekuwa zikitokea huko na kupelekea kifo cha watu wawili
jatend obila ma uriri migosi peter njoroge olero ni gisebago romo gi tend kambino mar china mondo  one kaka nyalo loso gi derepe maggi oriemb makare.,Mkuu wa polisi wa Uriri Njoroge amesema kuwa tayari wameandaa mkutano na madereva wa kambi hiyo kuhusu jinsi ya kuendesha magari yao kwa mwendo unaofaa
ich ma chon - moko kuom ojende e kojwach ward e rachuonyo east subcounty ochako chienro mar puonjo rowere manyiri rach gamo remo kapod gitindo.,Baadhi ya vijana kutoka wadi ya Kojwach Rachuonyo Mashariki wameanza  kuwafunza vijana wasichana athari za kushika mimba wangali wadogo
"kaokadho eriwruok mar wheels of hope, rowerego bende kedo giweche keny momondo egwengego kaka yor neno ni nyithindo manyiri otieko school.",Kupitia kwa muungano wa Wheels Of Hope vijana hao pia wanapiga kampeini ndoa za mapema ambazo zinawazuia wasichana kukamilisha masomo yao
Wyclife en jataa tije e riwruokno.,Wycliff Ocholla ndiye mwendeshaji shughuli katika shirika hilo
chienrono osir gi ruoth ma kojwach east ma olero ni obiro konyo eneno ni nyithindo manyiri orito makare kendo ok gidonj e keny kod iye momondo.,Maneno hayo yalitiliwa mkazo na chifu wa Kojwach ambaye alisema atafanya juhudi kuhakikisha kuwa watoto wasichana hawapatimimba za mapema
Piny somalia onyis oluong yiero maduong' kaka negisechano. ,Nchi ya Somalia wameambiwa waandae uchaguzi mkuu kama walivyopanga
"duol mar arita ebuo piny mangima, un security council olero ni deko mar somalia luongo yiero makamano kidek njawo weche kue epinyno.",Tume ya usalama  kote duniani imesema kuwa kucheleweshwa kwa uchaguzi huenda ikachochea utulivu na kuleta vurugu katika nchi hiyo
jokenya masani biro dwaro kony omedore malich maokadho kaipimo kod kinde maokadho.,Wakenya ambao watahitaji usaidizi wameongezeka zaidi ikilinganishwa na mwaka uliopita
ma nonro maneogol kod duol maochungne weche mag oro epachoka owachoni kwan makamano omedore kod atamalo maromo 90% ,Hii ni ripoti iliyotolewa na tume ya kuangalia maswala ya ukame humu nchini ambayo inasema kuwa idadi hiyo imeongezeka kwa asilimia tisini
senator ma muranga owacho lendo manyien mag nengo mag modhi ma chop sani koro omedo mana yudo kweth kowuok kuom jotelo pachoka,Seneta wa Murang`a amesema kuwa habari kuhusu bei ya mafuta nchini imezidi tu kupata pingamizi kote nchini
Obila mag okwach kich eboma ma nairobi josechako timo apedha pachoka,Maafisa wa polisi jijini Nairobi wameanza utafiti zaidi humu nchini
Wambui en jalup jatelo ma ochungne hill eboma ma nairobi ,Wambua ni naibu wa polisi anayesimamia kambi ya Hill jijini Nairobi
"owacho ni osebedo komanyo min ode onogo nyaka ekuonde thieth , kaachiel kod tesende mag obila ebomano to pod ok oyude chop sani",Amesema kuwa amekuwa akimtafuta mkewe kwenye vituo vya polisi na hospitali lakini hadi sasa hajampata
owacho ni simu mag wambua ne owee ka okan eboot mar mtoka kaachiel kod chiemo mane owinjore ocham lunch,Amesema kuwa simu ya Wambua pamoja na chakula alichopaswa kula kama chamcha kilipatikana kwenye gari
olero ni tipo  mag pichni mag cctv yango ni apisano ne owuok elog tich mar apisigo kar saa 10am mar onyango kachop sani pod ok onene3,Amesema kuwa kanda za video za CCTV zinaonyesha kuwa afisa huyo alitoka kazini saa nne mchana ila hadi sasa bado hajaonekana
pinyowacho kokalo emigao mar teko pachoka ogolo siem mager mokalo ne contractors mag migaono moketo kidura etije ma omigi kod migaono ,Serikali kupitia wizara ya kawi imetoa onyo kwa makontrakta ambao wanachelewesha kazi na mipango ya wizara hiyo
jatend migao mar pii ecounty ma mandera mohamed ali owacho ni chandruok onogo koro osemiyo gitero geche moko mag pii  mar chwalo pii ne jodak makono,Waziri wa maji katika kaunti ya Mandera Mohammed Ali amesemakuwa ukame huo unawafanya kuwapelekea wakaazi wa huko maji kwa matrela
onyiso luoro mare ni jamni kakidek thoo kono kadiponi koth okobiro medo chwe egwenge makono,Ameonyesha wasiwasi wake kuwa iwapo mvua itakosa kunyesha huenda mifugo zaidi wakafa
piny kenya okawo no 95 ebuo piny mangima ka irango thuolo mag democrasia ebuo piny mangima,Kenya imechukua nafasi ya tisini na tano kote duniani kama baadhi ya nji ambayo inaendeshwa kidemokrasia
kata kamano kenya koro ni ethuolo mar 13 ka irango pinje mag africa ka piny tanzania koro pod ni nyime ka irango weche mag democrasi egwenge makono,Hata hivyo Kenya imechukua nafasi ya kumi na tatu kwa mataifa yenye udemokrasia huku Tanzania wakiwa mbele ya Kenya
kenya kata kamano oyombo piny libamba ma uganda ka zambia kod sirelion koro joni ethuolo mar 99 kod 123  moro ka moro,Kenya hata hivyo imeshinda taifa jirani la Uganda huku Zambia na Sierra Leone wakiwa nafasi ya tisini na tisa na mia moja ishirini na tatu mtawalia
"moko kuom pinje mag africa ma oyombo kenya eduoko ongo mar nonro mane otim higa mokalo kod dwol marango weche democrasia ebuo piny mangima  economist inteligence unit oriwo ghana,malawi lesotho , senegal,south africa kod mauiritius ekind pinje mamoko mag africa","Baadhi ya mataifa yaliyoishinda Kenya katika utafiti huo ni Ghana, Malawi, Lesotho, Senegal, Mauritius, Afrika  Kusini kati ya mataifa mengine"
"ebuo piny mangima piny norway emane otelo kailuwe kod iceland, sweden new zealand kod canada","Kote duniani Norway iliibuka kidedea ikifuatwa na Iceland,Sweeden, New Zealand na Canada"
piny drc ema oywa goro enonro kaka piny maonge kod democrasia moloyo ewi kaka gitimo yiero magi7,Nchi ya Demokrasia ya Kongo ndiyo ilivuta mikia katika utafiti huo kulingana na uchaguzi walioufanya
Chenro mar chanjo mar tuo mar korona osekelo geno e weche mag wuoth ,Shughuli ya kutoa chanjo humu nchini imeleta matumaini kwa mambo ya usafiri
sector mar magawa kod mago mag wuoth jowacho ni chakre ne chanjo mar astra zeneca molo e pachoka osekelo lokruok e sectorgo.,Sekta ya usafiri na hoteli zimesema kuwa tangu chanjo ya Astra Zeneca ije humu nchini wameona mabadiliko kwenye sekta hizo
kaoloso kod jofuambo jatatije ka riwruok mar pride inn migosi hasnain noorani wachoni kuonde math kod kuonde chiemon miro chier kendo chenro mar ohala biro dhii nyime kaka kinde maokadho.,"Akizungumza na wanahabari Bwana Hasnain Noorani amesema kuwa mahali pa kubugia vileo, hoteli na shughuli za kibiashara zitafufuka na biashara zitarejea kama kawaida"
"neodhii nyime kaowachoni chanjo dhii konyo secta mane osedok piny kaka mano mar limbe, otende kod bache kaoleroni chike maoketi kaka kumo wuodhe ma gotieno, dhungruok kod kumo wuodhe adhii e pinje mamoko oseduoko chien yuto margi.",Aliendelea kusema kuwa sheria zilizowekwa ilipunguza mapato ya sekta za utalii na vileo. Amesema kuwa kuwekwa kwa sheria ya kutosafiri usiku na kupunguza mkusanyiko wa watu imesaidia kupunguza kusambaa kwa virusi hivyo
mcas  mag od burano kaachiel kod jotich mag od buch county moketi egayo landruok tuo mar cov19,Wawakilishi wadi wa kaunti hiyo pamoja na wafanyikazi wa kaunti hiyo wamewekwa kwenye karantini
jopur mag oduma ecounty ma uasin gishu jowuok oko kendo kwedo mokalo medruok mar nengo modhi mageche tiyo godo pachoka,Wakulima wa mahindi katika kaunti ya Uasin Gishu wamejitokeza na kulalamikia kuongezwa kwa bei ya mafuta ya petroli
 ma en kaluwore kagiluwo ni mano dhi rochore mokalo kod gi sani makoro gitimo pith,Hii ni kwa sababu itahitilafiana nao hasa wakati huu wanapofanya upanzi
kagiloso eboma ma elodore onyango makawuono giwacho ni medruok ogogo obedo sani makoro thoth jopur kono jotimo ikruok ne pitho mag cham wach makoro kakidek dhi medo nengo pur mar oduma pachoka ,Wakizungumza mjini Eldoret wamesema ongezeko hilo limetokea wakati ambapo wengi wao wanapanga kuanza upanzi jambo ambalo huenda litaongeza bei ya bidhaa hiyo
igani gidwani sirikal koro orang matut wachno kagimedo ni sani koro gise kata mana podho kaluwore kod nengo manyap mar oduma ,Wanataka serikali iangalie jambo hilo kwa mapana kwa vile bei ya chini ya mahindi imefanya hata baadhi ya biashara zao kufifia
" kwan jochiw thieth maromo 1,300 oseyudo chanjo makamano ka countino geto kwan mamalo e jumani chenro mar tielo mar ariyo mar chiwo chanjo makamano.",Wahudumu wa afya elfu moja mia tatu hadi kufikia sasa wamepokea chanjo hiyo katika kaunti hiyo huku wakitarajia wahudumu zaidi katika awamu ya pili ya kupeana chanjo hiyo
"chanjo makamano dhii nyime e kar od thieth ma moi e ldoret ka jatatije e kar od thiethno dr. wilson arwasa olero ni kwan apisas maromo 1,200 oseyudo chanjo makamano ",Shughuli ya kupata chanjo hiyo inandelea katika hospitali ya Moi Eldoret huku Daktari Arwasa akisema kuwa hadi sasa maafisa elfu moja mia mbili wamepokea chanjo hiyo
"gigeto kwan jotije mamoko maromo 7,000 e kar od thiethno ka achiel kod kuende tiegruok kaka kmtc ma eldoret.",Wanategea wafanyikazi elfu saba katika hospitali hiyo pamoja na wanafunzi wa KMTC ya Eldoret
Migao mar somo ogolo kalenda mar somo ,Wizara ya elimu imetoa kalenda mpya ya masomo
ji maromo 18 omaki ekar od  bura ma suna east ecounty ma migori  bang kane kane girem luwore kod chike mag gayo landruok mar tuo mar covi19,Watu kumi na nane wameshikwa katika eneo la Suna Mashariki kwa kukosa kufuata sheria za kupunguza maambukizi ya ugonjwa wa korona
kamanda mar obila esub countyno esau ochorokodi owacho ni ji 14 kuom  ji 18 go ne omaki kod keth mar koso rwako mask  ,Kamanda wa polisi katika kaunti ndogo hiyo wamesema kuwa kumi na nne kati yao hawakuvaa barakoa
Jogoo maketho chike mag korona ibiro maki,Wale wanaoharibu sheria za kukabiliana na korona watashikwa
 jatend pinyno moluor mseveni owachoni podok en gi adieri kod chanjo makamano kata obedoni jopiny mawuok ugandaosechako yudo chanjo makamano. ,Rais Museveni amesema kuwa hadi sasa hana uhakika na chanjo hiyo licha ya kuwa kuna raia wa Uganda ambao tayari wamepokea chanjo hiyo
neodhii nyime kaoleroni gisani tiere arita makare mar nenoni ok ogamo midhusino kendo oleroni kaibiro yud chanjo maowinjore to obiro dhii e chanjono. ,Amesema kuwa hadi sasa sheria zimewekwa kuhakikisha kuwa hapati virusi hivyo na chanjo ipasavyo itakapofika atakwenda kuipokea
jodito maopogore opogore kamaotingo ker ma rwanda migosi en achiel kuom jotend pinje mag africa ma oseyudo chanjo makamano ka kinde maokadho jatend migao,Viongozi mbalimbali akiwemo rais wa Rwanda ni miongoni mwa wale ambao hadi sasa wamepokea chanjo hiyo
Tich ang'wen jumani ogolo paro ma opogore motelone yiero makamano.,Alhamisi juma hii ametoa wazo tofauti linalohusiana na uchaguzi huo
Jodito ma otenore kor jatend duond buch siasa mar wiper migosi Masazu ,Viongozi wanaomuunga mkono mheshimiwa Kalonzo Musyoka
migosi kalonzo musyoka olero ni gin kod adieri ni duond buch siasa mar wiper biro yudo loch e yiero madundo mabiro.,Mheshimiwa Musyoka amesema kuwa ana imani ya kuwa chama cha Wiper kitashinda uchaguzi mdogo huo
